Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report
MD01375,X-Ray Machine,7/17/2015,10,RescueTech,Model-150,Italy,5565.273393,12.66718655,2,2,2,System performance degraded due to data lag; mitigation via recalibration. moderate delay component review
MD00393,Infusion Pump,6/8/2020,5,CardioSync,Model-100,Italy,-63.94994315,7.863284109,4,1,1,data lag caused operational delay; replacement initiated. minor issue quick fix
MD04660,Infusion Pump,1/29/2017,8,MedEquip,Model-450,Japan,4451.775127,6.774943196,2,1,1,Component firmware update after detecting voltage spike; functionality restored. quick fix system check passed
MD03800,MRI Scanner,5/17/2014,11,UltraMed,Model-550,France,1070.436435,2.647601282,4,3,1,sensor misalignment caused operational delay; component upgrade initiated. quick fix routine reset
MD00649,X-Ray Machine,11/1/2014,11,MedEquip,Model-600,Italy,5377.603514,4.187819552,3,3,1,Component system reset after detecting circuit failure; functionality restored. minor issue low priority fault
MD00173,MRI Scanner,9/5/2015,10,UltraMed,Model-100,UK,13211.76165,5.030190816,4,3,3,Component replacement after detecting battery wear; functionality restored. reboot failed hardware fault
MD02589,CT Scanner,3/23/2024,1,CardioSync,Model-200,Japan,4565.411605,2.781620432,1,4,1,software crash caused operational delay; replacement initiated. log cleaned minor issue
MD02358,MRI Scanner,10/9/2018,7,ImagingTech,Model-250,Japan,28581.41591,21.76961829,5,1,3,Routine check completed; software crash observed during diagnostics. critical failure high priority failure
MD00231,MRI Scanner,9/2/2015,10,UltraMed,Model-250,Italy,1768.659478,9.233965429,1,1,1,System performance degraded due to software crash; mitigation via component upgrade. minor issue quick fix
MD01097,Infusion Pump,7/5/2021,4,RescueTech,Model-100,USA,3462.015048,4.07926418,5,0,2,System performance degraded due to circuit failure; mitigation via replacement. driver update moderate delay
MD00716,Infusion Pump,11/23/2021,4,MedEquip,Model-200,France,13805.59543,14.25150498,4,2,2,Routine check completed; battery wear observed during diagnostics. driver update component review
MD00117,MRI Scanner,8/8/2013,12,UltraMed,Model-350,USA,10286.3917,12.6822885,1,4,2,System performance degraded due to data lag; mitigation via inspection. component issue device required inspection
MD00085,Infusion Pump,3/16/2024,1,RescueTech,Model-550,Japan,7254.607055,13.04476992,3,1,2,System performance degraded due to battery wear; mitigation via recalibration. component issue device required inspection
MD05477,CT Scanner,8/12/2014,11,ImagingTech,Model-550,Canada,12668.45593,10.6164305,5,3,3,Routine check completed; data lag observed during diagnostics. critical failure high priority failure
MD01895,X-Ray Machine,2/23/2022,3,ScanPro,Model-600,Italy,5709.245237,1.97144966,1,3,2,System performance degraded due to data lag; mitigation via software patch. moderate delay average severity report
MD00458,PET Scanner,6/17/2016,9,ScanPro,Model-550,USA,2824.88184,28.65511987,5,3,3,Component inspection after detecting software crash; functionality restored. critical failure sensor replacement
MD02214,MRI Scanner,1/13/2020,5,ScanPro,Model-400,UK,7617.511194,7.398630491,5,2,1,System performance degraded due to overheating; mitigation via system reset. software reset minor issue
MD00197,PET Scanner,8/25/2017,8,ScanPro,Model-550,USA,1704.486292,16.79920799,1,5,2,Routine check completed; abnormal sound observed during diagnostics. reviewed logs average severity report
MD02182,CT Scanner,4/2/2021,4,RescueTech,Model-300,France,11385.73122,29.37935768,1,2,3,Routine check completed; abnormal sound observed during diagnostics. reboot failed sensor replacement
MD01681,X-Ray Machine,7/5/2013,12,CardioSync,Model-250,UK,10480.03456,8.740459132,3,0,2,overheating caused operational delay; system reset initiated. moderate delay non-critical warning
MD04726,MRI Scanner,5/1/2019,6,CardioSync,Model-200,France,8075.658237,15.55470275,5,2,3,abnormal sound caused operational delay; software patch initiated. sensor replaced critical malfunction
MD05269,X-Ray Machine,5/4/2017,8,MedEquip,Model-100,UK,3621.926549,14.626074,3,0,2,Routine check completed; sensor misalignment observed during diagnostics. component issue moderate delay
MD01334,CT Scanner,11/24/2022,3,ImagingTech,Model-150,Japan,4776.569478,1.786774046,5,0,1,Routine check completed; battery wear observed during diagnostics. quick fix routine reset
MD00084,CT Scanner,5/16/2019,6,UltraMed,Model-400,UK,7694.742339,15.6666578,1,5,2,overheating caused operational delay; replacement initiated. reviewed logs component review
MD01063,PET Scanner,7/29/2017,8,ImagingTech,Model-150,USA,11529.94097,6.785765551,4,3,2,voltage spike caused operational delay; system reset initiated. reviewed logs non-critical warning
MD04547,Defibrillator,2/22/2014,11,UltraMed,Model-250,UK,7534.321329,3.039461157,4,2,1,circuit failure caused operational delay; firmware update initiated. software reset temporary glitch
MD04566,PET Scanner,9/30/2021,4,ScanPro,Model-350,France,4476.687684,1.280037682,4,5,1,Component firmware update after detecting circuit failure; functionality restored. software reset temporary glitch
MD02815,Infusion Pump,10/22/2022,3,ScanPro,Model-400,France,3503.875369,15.8569645,4,3,2,sensor misalignment caused operational delay; component upgrade initiated. component issue moderate delay
MD00151,X-Ray Machine,10/21/2018,7,MedEquip,Model-500,UK,8319.299837,1.473964882,2,0,1,System performance degraded due to sensor misalignment; mitigation via component upgrade. software reset temporary glitch
MD02175,PET Scanner,2/12/2021,4,CardioSync,Model-350,Japan,2695.129369,22.67094701,5,2,3,battery wear caused operational delay; system reset initiated. critical failure system crash
MD00555,Defibrillator,3/27/2014,11,ScanPro,Model-400,France,20675.27273,10.32793894,5,0,3,Routine check completed; voltage spike observed during diagnostics. sensor replaced sensor replacement
MD05367,Infusion Pump,8/7/2013,12,UltraMed,Model-250,Japan,12248.78433,8.165639168,4,0,3,Component system reset after detecting sensor misalignment; functionality restored. sensor replaced system crash
MD03364,MRI Scanner,8/19/2017,8,CardioSync,Model-200,Italy,15978.54177,15.40970267,1,0,2,System performance degraded due to abnormal sound; mitigation via firmware update. driver update component review
MD03503,MRI Scanner,3/24/2023,2,MedEquip,Model-550,Canada,5104.090581,22.10295072,4,3,3,System performance degraded due to software crash; mitigation via firmware update. data loss critical malfunction
MD01478,CT Scanner,2/19/2014,11,UltraMed,Model-400,Canada,8659.168645,22.29691593,5,1,3,overheating caused operational delay; inspection initiated. data loss critical failure
MD03044,Infusion Pump,8/12/2023,2,ScanPro,Model-350,Canada,622.4779778,19.24932648,1,1,3,Routine check completed; sensor misalignment observed during diagnostics. reboot failed system crash
MD03057,Infusion Pump,2/4/2016,9,CardioSync,Model-550,Japan,20837.05577,8.020547603,4,0,3,Component inspection after detecting circuit failure; functionality restored. critical failure critical malfunction
MD01700,CT Scanner,1/6/2014,11,MedEquip,Model-200,Canada,1156.788563,14.88884071,1,2,3,overheating caused operational delay; recalibration initiated. sensor replaced hardware fault
MD03220,PET Scanner,1/30/2015,10,ImagingTech,Model-300,France,4295.040672,6.595409836,3,0,1,voltage spike caused operational delay; replacement initiated. quick fix quick fix
MD02861,MRI Scanner,10/10/2017,8,RescueTech,Model-450,Canada,15027.83337,23.7372106,2,3,3,Routine check completed; data lag observed during diagnostics. data loss critical malfunction
MD01423,PET Scanner,8/24/2013,12,ScanPro,Model-650,USA,9217.00372,13.36237,1,1,2,Component firmware update after detecting battery wear; functionality restored. driver update moderate delay
MD01174,PET Scanner,1/28/2018,7,RescueTech,Model-100,Italy,5428.458515,3.782881585,3,1,2,System performance degraded due to software crash; mitigation via recalibration. reviewed logs driver update applied
MD00838,Infusion Pump,7/22/2022,3,RescueTech,Model-450,Italy,9994.868427,14.52477052,3,2,2,Component system reset after detecting data lag; functionality restored. component issue average severity report
MD04430,Defibrillator,8/13/2013,12,RescueTech,Model-350,UK,4586.143419,9.30008682,2,2,1,Component firmware update after detecting battery wear; functionality restored. software reset log file cleared
MD00936,X-Ray Machine,4/18/2016,9,CardioSync,Model-300,Japan,7080.780353,26.5257437,1,2,3,Routine check completed; circuit failure observed during diagnostics. reboot failed critical failure
MD01559,PET Scanner,7/18/2013,12,MedEquip,Model-400,UK,7894.312052,23.99042119,3,4,3,data lag caused operational delay; inspection initiated. sensor replaced sensor replacement
MD00793,Infusion Pump,3/4/2022,3,CardioSync,Model-650,Italy,14905.75838,16.53827145,5,1,3,Routine check completed; overheating observed during diagnostics. critical failure critical malfunction
MD05167,CT Scanner,7/12/2023,2,UltraMed,Model-100,UK,9261.991618,11.14926514,2,3,2,Routine check completed; abnormal sound observed during diagnostics. moderate delay device required inspection
MD03848,Defibrillator,1/2/2020,5,MedEquip,Model-150,Japan,13165.80158,9.496796735,4,2,3,Component firmware update after detecting overheating; functionality restored. data loss urgent inspection needed
MD00010,Defibrillator,7/17/2023,2,MedEquip,Model-350,France,20861.3283,17.90196806,4,3,3,Routine check completed; circuit failure observed during diagnostics. reboot failed system crash
MD04908,PET Scanner,9/15/2014,11,MedEquip,Model-550,UK,3989.488179,17.15867174,4,1,3,Component component upgrade after detecting sensor misalignment; functionality restored. sensor replaced high priority failure
MD00764,CT Scanner,12/29/2020,5,ImagingTech,Model-200,Canada,8364.460694,6.217141215,5,1,2,Component firmware update after detecting circuit failure; functionality restored. component issue component review
MD00855,X-Ray Machine,6/20/2015,10,CardioSync,Model-500,Canada,5160.716012,2.801431388,5,1,1,overheating caused operational delay; software patch initiated. log cleaned quick fix
MD02490,Defibrillator,5/2/2023,2,ScanPro,Model-250,Japan,-397.9206228,2.559689945,4,1,1,Routine check completed; data lag observed during diagnostics. minor issue system check passed
MD03073,Defibrillator,1/16/2024,1,ImagingTech,Model-550,Italy,8235.974537,7.670193693,4,2,1,Component component upgrade after detecting overheating; functionality restored. quick fix routine reset
MD04738,MRI Scanner,4/22/2014,11,ScanPro,Model-200,Canada,11961.28523,8.472833709,1,2,3,Routine check completed; voltage spike observed during diagnostics. critical failure system crash
MD02307,MRI Scanner,1/9/2021,4,ImagingTech,Model-550,France,9499.432377,15.63149324,5,1,3,Routine check completed; abnormal sound observed during diagnostics. critical failure high priority failure
MD00644,PET Scanner,5/30/2021,4,RescueTech,Model-300,Japan,19404.02344,27.52447499,5,2,3,Routine check completed; voltage spike observed during diagnostics. sensor replaced critical malfunction
MD05147,X-Ray Machine,5/8/2017,8,RescueTech,Model-350,Canada,4458.536371,2.797292232,3,0,1,voltage spike caused operational delay; firmware update initiated. software reset quick fix
MD04001,PET Scanner,2/23/2021,4,UltraMed,Model-550,UK,6367.272452,10.8778157,1,4,1,abnormal sound caused operational delay; software patch initiated. software reset log file cleared
MD05324,PET Scanner,9/6/2022,3,RescueTech,Model-450,Canada,5850.378337,13.58941858,4,1,2,Routine check completed; voltage spike observed during diagnostics. driver update component review
MD00746,Infusion Pump,10/26/2019,6,RescueTech,Model-500,Japan,14723.8573,14.3084032,1,2,2,Component software patch after detecting overheating; functionality restored. component issue moderate delay
MD03898,PET Scanner,9/26/2018,7,RescueTech,Model-200,Italy,2023.385743,8.044166017,2,1,1,data lag caused operational delay; software patch initiated. software reset temporary glitch
MD02487,Infusion Pump,6/12/2022,3,UltraMed,Model-550,Canada,21764.95487,28.90497564,1,2,3,System performance degraded due to data lag; mitigation via software patch. reboot failed sensor replacement
MD03476,CT Scanner,1/22/2024,1,MedEquip,Model-200,USA,3604.728372,3.007988292,2,2,1,overheating caused operational delay; system reset initiated. log cleaned minor issue
MD00219,PET Scanner,2/3/2020,5,ScanPro,Model-400,France,5512.347484,7.926026382,2,0,2,System performance degraded due to battery wear; mitigation via recalibration. moderate delay average severity report
MD03573,Defibrillator,5/24/2018,7,UltraMed,Model-250,Italy,6161.431036,7.989552455,4,2,1,System performance degraded due to battery wear; mitigation via system reset. software reset routine reset
MD03598,Defibrillator,11/29/2022,3,UltraMed,Model-200,UK,3183.557932,2.454852554,5,4,2,sensor misalignment caused operational delay; replacement initiated. moderate delay driver update applied
MD00780,Infusion Pump,9/26/2021,4,RescueTech,Model-500,Canada,9896.82377,2.357018968,4,2,2,battery wear caused operational delay; firmware update initiated. component issue device required inspection
MD04145,PET Scanner,1/29/2024,1,RescueTech,Model-200,Italy,2767.458821,10.2198335,5,2,1,battery wear caused operational delay; firmware update initiated. software reset stable condition
MD02169,X-Ray Machine,7/10/2019,6,RescueTech,Model-100,France,15408.7587,16.92601345,2,2,2,System performance degraded due to circuit failure; mitigation via component upgrade. driver update performance warning
MD05029,Infusion Pump,6/2/2019,6,MedEquip,Model-500,Japan,3826.837447,7.792511489,5,1,2,System performance degraded due to battery wear; mitigation via software patch. component issue non-critical warning
MD03007,Infusion Pump,10/7/2020,5,MedEquip,Model-450,Japan,16564.73519,11.73468824,5,2,3,Component inspection after detecting abnormal sound; functionality restored. sensor replaced emergency shutdown
MD01110,X-Ray Machine,7/31/2019,6,MedEquip,Model-350,France,2238.817008,2.825209503,1,1,2,System performance degraded due to sensor misalignment; mitigation via inspection. reviewed logs device required inspection
MD00186,CT Scanner,5/29/2015,10,RescueTech,Model-100,Canada,27817.00939,14.48399579,4,0,3,Routine check completed; software crash observed during diagnostics. sensor replaced emergency shutdown
MD03431,CT Scanner,5/22/2013,12,RescueTech,Model-300,Italy,4752.695617,3.380349075,3,1,2,System performance degraded due to voltage spike; mitigation via recalibration. component issue moderate delay
MD04129,MRI Scanner,5/6/2021,4,RescueTech,Model-650,Japan,34937.22239,20.82509952,3,1,3,voltage spike caused operational delay; inspection initiated. critical failure critical failure
MD02298,Infusion Pump,12/20/2018,7,ImagingTech,Model-150,France,12832.85656,7.58189842,3,2,2,circuit failure caused operational delay; replacement initiated. moderate delay average severity report
MD02085,X-Ray Machine,4/24/2020,5,CardioSync,Model-200,Japan,9248.354695,14.66100771,1,1,2,software crash caused operational delay; software patch initiated. moderate delay performance warning
MD01426,MRI Scanner,1/5/2021,4,RescueTech,Model-400,USA,7993.537555,14.14240957,4,0,2,System performance degraded due to sensor misalignment; mitigation via software patch. moderate delay average severity report
MD00248,X-Ray Machine,2/17/2015,10,MedEquip,Model-500,USA,1297.386528,8.49116253,4,0,1,battery wear caused operational delay; recalibration initiated. software reset minor issue
MD00632,Defibrillator,1/16/2018,7,ImagingTech,Model-500,France,12902.71294,13.48227053,2,1,3,Component inspection after detecting circuit failure; functionality restored. data loss system crash
MD01203,X-Ray Machine,9/17/2017,8,ImagingTech,Model-400,Japan,17886.79296,25.73335158,5,1,3,Routine check completed; battery wear observed during diagnostics. data loss high priority failure
MD01378,Infusion Pump,2/26/2019,6,RescueTech,Model-250,USA,14849.85202,18.51390779,4,1,3,System performance degraded due to software crash; mitigation via system reset. reboot failed urgent inspection needed
MD04252,Infusion Pump,2/11/2015,10,RescueTech,Model-600,Canada,4964.008393,19.0421767,4,7,3,Routine check completed; software crash observed during diagnostics. reboot failed critical malfunction
MD01327,CT Scanner,2/28/2023,2,RescueTech,Model-300,France,7674.863952,12.99715214,5,4,2,Component inspection after detecting abnormal sound; functionality restored. component issue performance warning
MD03201,MRI Scanner,6/14/2013,12,UltraMed,Model-650,UK,1756.497991,7.566499201,5,2,1,System performance degraded due to sensor misalignment; mitigation via component upgrade. quick fix minor issue
MD03199,X-Ray Machine,7/14/2017,8,UltraMed,Model-150,Japan,5692.916026,9.706385448,1,2,1,System performance degraded due to battery wear; mitigation via recalibration. log cleaned log file cleared
MD00149,Infusion Pump,2/1/2017,8,ScanPro,Model-100,USA,9546.415527,5.987773507,2,2,2,System performance degraded due to overheating; mitigation via software patch. driver update moderate delay
MD01627,PET Scanner,7/10/2013,12,CardioSync,Model-200,UK,11531.62111,10.74959622,3,2,3,System performance degraded due to circuit failure; mitigation via system reset. data loss critical malfunction
MD03873,MRI Scanner,7/16/2022,3,ScanPro,Model-450,Italy,9772.585027,12.46940813,2,0,2,battery wear caused operational delay; component upgrade initiated. driver update average severity report
MD05376,PET Scanner,7/13/2019,6,ImagingTech,Model-450,France,6901.569598,12.83582246,5,4,2,abnormal sound caused operational delay; system reset initiated. moderate delay moderate delay
MD00995,Defibrillator,8/24/2019,6,MedEquip,Model-450,UK,5231.437504,15.29360011,1,2,2,Routine check completed; sensor misalignment observed during diagnostics. moderate delay device required inspection
MD03782,CT Scanner,1/10/2018,7,MedEquip,Model-650,USA,3977.471538,14.30399959,5,0,2,Component inspection after detecting sensor misalignment; functionality restored. reviewed logs driver update applied
MD02295,PET Scanner,1/25/2017,8,ScanPro,Model-450,USA,11479.20472,16.17063774,5,1,2,Routine check completed; sensor misalignment observed during diagnostics. moderate delay performance warning
MD00758,Infusion Pump,9/14/2020,5,RescueTech,Model-350,France,26116.77293,24.23049759,5,0,3,software crash caused operational delay; system reset initiated. reboot failed critical malfunction
MD01828,PET Scanner,4/22/2023,2,MedEquip,Model-600,France,-4679.620244,13.44888492,4,4,3,Routine check completed; voltage spike observed during diagnostics. sensor replaced critical malfunction
MD00908,X-Ray Machine,6/24/2017,8,UltraMed,Model-400,Italy,7516.749544,8.465516924,2,2,2,System performance degraded due to data lag; mitigation via software patch. moderate delay non-critical warning
MD02089,Infusion Pump,5/23/2019,6,CardioSync,Model-350,USA,14333.43488,15.3644491,3,1,3,Component inspection after detecting circuit failure; functionality restored. reboot failed critical malfunction
MD04066,Infusion Pump,10/28/2015,10,MedEquip,Model-650,France,1985.942604,3.47879281,3,2,1,Routine check completed; battery wear observed during diagnostics. minor issue temporary glitch
MD03909,X-Ray Machine,7/27/2013,12,ScanPro,Model-550,Japan,13378.02054,6.07102529,4,2,2,Component recalibration after detecting sensor misalignment; functionality restored. driver update driver update applied
MD00896,PET Scanner,1/31/2021,4,ScanPro,Model-150,France,5773.645074,5.540672464,4,2,1,Routine check completed; circuit failure observed during diagnostics. software reset stable condition
MD01302,Defibrillator,5/5/2013,12,ImagingTech,Model-200,Japan,4934.23892,7.617561605,1,1,1,Routine check completed; battery wear observed during diagnostics. minor issue log file cleared
MD04601,Infusion Pump,10/11/2018,7,UltraMed,Model-350,UK,4947.216299,14.73223887,1,2,3,Routine check completed; software crash observed during diagnostics. reboot failed hardware fault
MD03255,MRI Scanner,3/20/2023,2,ScanPro,Model-600,Canada,4962.078751,3.134798354,5,0,2,System performance degraded due to circuit failure; mitigation via replacement. driver update non-critical warning
MD04154,CT Scanner,10/17/2019,6,CardioSync,Model-300,USA,11653.93594,11.72609647,4,2,3,System performance degraded due to abnormal sound; mitigation via recalibration. reboot failed high priority failure
MD00811,CT Scanner,6/2/2018,7,ScanPro,Model-650,Canada,2142.321321,6.221079632,2,1,3,Component recalibration after detecting circuit failure; functionality restored. data loss critical failure
MD03966,CT Scanner,12/3/2016,9,UltraMed,Model-100,UK,13298.31424,29.9216476,2,3,3,Routine check completed; battery wear observed during diagnostics. data loss urgent inspection needed
MD03438,Defibrillator,12/17/2016,9,ScanPro,Model-400,USA,8936.442635,9.497515401,1,1,2,software crash caused operational delay; firmware update initiated. reviewed logs component review
MD04873,Defibrillator,4/5/2019,6,UltraMed,Model-550,Japan,9553.353187,3.68233151,5,0,2,Component firmware update after detecting voltage spike; functionality restored. reviewed logs driver update applied
MD02100,PET Scanner,4/20/2013,12,CardioSync,Model-500,Italy,5555.075382,10.71500378,5,0,2,System performance degraded due to sensor misalignment; mitigation via software patch. driver update performance warning
MD02634,X-Ray Machine,5/11/2021,4,ImagingTech,Model-600,France,9517.677598,1.449057675,3,0,1,Component replacement after detecting circuit failure; functionality restored. minor issue system check passed
MD01081,MRI Scanner,5/11/2016,9,MedEquip,Model-400,France,5277.366823,4.964998708,2,0,1,System performance degraded due to abnormal sound; mitigation via component upgrade. software reset temporary glitch
MD01793,X-Ray Machine,6/17/2022,3,ScanPro,Model-300,France,4596.271012,3.506736545,3,1,1,System performance degraded due to battery wear; mitigation via firmware update. log cleaned system check passed
MD05103,Infusion Pump,8/22/2020,5,MedEquip,Model-400,USA,11309.53657,13.45727041,3,2,3,circuit failure caused operational delay; replacement initiated. sensor replaced critical failure
MD01395,Defibrillator,9/21/2014,11,ImagingTech,Model-150,Canada,14199.40539,12.00009876,2,0,3,voltage spike caused operational delay; system reset initiated. data loss system crash
MD00907,MRI Scanner,12/13/2017,8,ScanPro,Model-450,Italy,9646.039794,3.547621981,4,0,1,Component replacement after detecting overheating; functionality restored. software reset quick fix
MD00369,Defibrillator,10/31/2021,4,ImagingTech,Model-250,USA,16991.67033,22.48787152,2,2,3,Routine check completed; data lag observed during diagnostics. critical failure urgent inspection needed
MD00209,CT Scanner,5/18/2020,5,RescueTech,Model-400,France,24952.93968,23.2421307,5,2,3,sensor misalignment caused operational delay; firmware update initiated. sensor replaced system crash
MD01481,PET Scanner,9/4/2019,6,UltraMed,Model-350,Japan,6265.7618,2.579486884,3,1,2,voltage spike caused operational delay; replacement initiated. driver update driver update applied
MD04508,Infusion Pump,6/16/2017,8,MedEquip,Model-150,Japan,12518.73,22.8837926,4,1,3,System performance degraded due to abnormal sound; mitigation via firmware update. critical failure emergency shutdown
MD04352,PET Scanner,9/28/2019,6,MedEquip,Model-400,Japan,15166.91794,26.66203851,2,1,3,Component firmware update after detecting voltage spike; functionality restored. critical failure sensor replacement
MD00983,X-Ray Machine,10/2/2014,11,RescueTech,Model-200,Canada,5057.201396,9.183775236,1,4,2,circuit failure caused operational delay; inspection initiated. driver update average severity report
MD04212,X-Ray Machine,2/3/2023,2,MedEquip,Model-200,Japan,533.7251265,6.054867744,3,1,1,Routine check completed; sensor misalignment observed during diagnostics. software reset system check passed
MD00826,X-Ray Machine,8/16/2014,11,RescueTech,Model-350,Canada,67.95018388,2.703859234,3,3,1,System performance degraded due to data lag; mitigation via system reset. minor issue minor issue
MD03366,X-Ray Machine,9/12/2020,5,ScanPro,Model-450,Italy,6421.464703,2.758562056,1,2,1,circuit failure caused operational delay; component upgrade initiated. minor issue log file cleared
MD01170,X-Ray Machine,1/6/2018,7,MedEquip,Model-600,Japan,16354.37141,14.74432226,2,1,3,System performance degraded due to software crash; mitigation via system reset. critical failure system crash
MD01178,CT Scanner,6/15/2020,5,ImagingTech,Model-200,Canada,3810.193366,3.221803073,4,2,1,System performance degraded due to circuit failure; mitigation via recalibration. minor issue minor issue
MD03336,Infusion Pump,5/26/2021,4,ImagingTech,Model-650,Italy,3286.602649,4.193226759,1,1,1,Routine check completed; battery wear observed during diagnostics. minor issue routine reset
MD04280,CT Scanner,6/30/2016,9,CardioSync,Model-100,UK,17625.78632,11.18569959,1,5,3,software crash caused operational delay; inspection initiated. data loss urgent inspection needed
MD00631,MRI Scanner,4/11/2024,1,MedEquip,Model-450,Canada,5606.392072,29.76785403,1,0,3,System performance degraded due to software crash; mitigation via firmware update. sensor replaced emergency shutdown
MD00865,Infusion Pump,6/25/2022,3,RescueTech,Model-250,Italy,25607.79665,10.74140555,1,2,3,System performance degraded due to abnormal sound; mitigation via recalibration. critical failure critical failure
MD02717,MRI Scanner,7/9/2013,12,RescueTech,Model-500,France,6152.469975,8.710165421,5,2,1,Routine check completed; data lag observed during diagnostics. software reset temporary glitch
MD00628,PET Scanner,8/2/2015,10,UltraMed,Model-150,Japan,12033.91584,4.890454614,3,0,3,data lag caused operational delay; firmware update initiated. sensor replaced critical malfunction
MD02360,Infusion Pump,8/12/2013,12,UltraMed,Model-100,Japan,13515.05069,7.170566178,2,0,2,Component software patch after detecting data lag; functionality restored. reviewed logs driver update applied
MD04757,X-Ray Machine,10/15/2016,9,CardioSync,Model-600,Canada,2209.934692,9.525615362,4,3,2,System performance degraded due to sensor misalignment; mitigation via inspection. reviewed logs device required inspection
MD00751,MRI Scanner,1/15/2023,2,RescueTech,Model-500,USA,17759.22913,5.209442907,3,4,2,Routine check completed; data lag observed during diagnostics. driver update non-critical warning
MD03455,X-Ray Machine,9/28/2022,3,ImagingTech,Model-100,Canada,8339.996908,3.079582623,1,1,3,System performance degraded due to data lag; mitigation via replacement. critical failure urgent inspection needed
MD01617,CT Scanner,5/29/2018,7,RescueTech,Model-250,UK,-1206.796938,9.286631085,4,2,1,System performance degraded due to battery wear; mitigation via system reset. software reset stable condition
MD05252,MRI Scanner,1/16/2022,3,MedEquip,Model-150,Japan,8233.836669,8.981506256,5,2,2,Routine check completed; voltage spike observed during diagnostics. component issue device required inspection
MD01047,PET Scanner,5/21/2017,8,ImagingTech,Model-300,Japan,9785.144631,6.543219513,3,3,3,Component system reset after detecting abnormal sound; functionality restored. critical failure high priority failure
MD01873,PET Scanner,4/13/2023,2,ScanPro,Model-250,Italy,15645.84648,6.936858827,2,1,2,Routine check completed; data lag observed during diagnostics. driver update component review
MD03148,MRI Scanner,6/2/2021,4,RescueTech,Model-400,USA,-140.21381,17.54229164,4,0,2,battery wear caused operational delay; system reset initiated. reviewed logs component review
MD01304,MRI Scanner,12/16/2022,3,UltraMed,Model-250,Japan,3541.519005,5.879462389,1,2,2,Routine check completed; data lag observed during diagnostics. moderate delay device required inspection
MD02461,X-Ray Machine,3/7/2016,9,CardioSync,Model-500,UK,109.9273786,6.14620641,4,4,1,Component software patch after detecting abnormal sound; functionality restored. log cleaned system check passed
MD03876,Defibrillator,6/27/2016,9,RescueTech,Model-400,UK,5338.349946,10.53616426,5,3,2,sensor misalignment caused operational delay; component upgrade initiated. component issue performance warning
MD02209,X-Ray Machine,12/21/2020,5,UltraMed,Model-500,France,12777.89153,11.54435721,3,3,3,Routine check completed; circuit failure observed during diagnostics. reboot failed urgent inspection needed
MD01250,X-Ray Machine,11/16/2015,10,ScanPro,Model-450,France,11449.19904,14.52957298,3,2,2,overheating caused operational delay; firmware update initiated. component issue device required inspection
MD00090,CT Scanner,3/12/2022,3,CardioSync,Model-550,USA,5574.71512,4.879513614,3,3,1,Routine check completed; sensor misalignment observed during diagnostics. log cleaned low priority fault
MD03824,Infusion Pump,6/4/2019,6,ScanPro,Model-450,UK,23856.11218,24.90745348,5,1,3,data lag caused operational delay; firmware update initiated. sensor replaced critical malfunction
MD00265,CT Scanner,1/4/2015,10,ScanPro,Model-600,Canada,12369.11221,16.39382085,5,4,3,software crash caused operational delay; component upgrade initiated. data loss hardware fault
MD01080,MRI Scanner,7/13/2018,7,ImagingTech,Model-550,Canada,13300.14151,4.495886436,4,2,3,Routine check completed; overheating observed during diagnostics. reboot failed emergency shutdown
MD03252,Defibrillator,9/8/2016,9,ImagingTech,Model-150,Italy,4742.396585,3.180214169,5,6,1,Component replacement after detecting overheating; functionality restored. quick fix temporary glitch
MD00253,MRI Scanner,1/2/2014,11,ScanPro,Model-250,USA,9419.780224,11.39976489,2,5,2,Component firmware update after detecting abnormal sound; functionality restored. reviewed logs driver update applied
MD03633,CT Scanner,9/28/2014,11,CardioSync,Model-150,UK,3676.865854,3.150597403,4,1,1,software crash caused operational delay; system reset initiated. software reset stable condition
MD00259,X-Ray Machine,7/13/2017,8,UltraMed,Model-450,USA,8736.262716,12.67559624,4,2,2,System performance degraded due to voltage spike; mitigation via component upgrade. moderate delay performance warning
MD00137,PET Scanner,11/1/2014,11,UltraMed,Model-200,Italy,7353.622892,20.40010251,5,2,3,circuit failure caused operational delay; replacement initiated. critical failure critical malfunction
MD02711,Defibrillator,6/7/2020,5,MedEquip,Model-650,Japan,5337.546844,4.868334316,4,0,2,System performance degraded due to circuit failure; mitigation via firmware update. reviewed logs component review
MD04966,CT Scanner,1/15/2022,3,ImagingTech,Model-600,Italy,14578.17459,27.30876882,3,3,3,abnormal sound caused operational delay; component upgrade initiated. critical failure critical malfunction
MD03959,Defibrillator,9/10/2022,3,MedEquip,Model-250,USA,7095.69594,12.59137803,3,4,2,Routine check completed; voltage spike observed during diagnostics. driver update non-critical warning
MD03434,Defibrillator,1/6/2018,7,ScanPro,Model-650,Japan,11745.7879,13.21461705,5,1,3,Component replacement after detecting battery wear; functionality restored. reboot failed critical malfunction
MD05281,Defibrillator,5/13/2021,4,MedEquip,Model-350,France,6120.257629,5.081867458,4,1,2,abnormal sound caused operational delay; replacement initiated. moderate delay performance warning
MD01562,MRI Scanner,11/24/2019,6,CardioSync,Model-450,Japan,3545.060117,2.715204986,4,3,1,Component inspection after detecting software crash; functionality restored. quick fix quick fix
